Start Time (UTC),Positivity,Energy,Duration (ms),Sequence,Positivity/Energy Bin,Descriptors
2021-09-24T02:00:44.0Z,49,47,1560.0,0.0,Neutral,"[overbearing, confident, focused]"
2021-09-24T02:00:48.0Z,37,48,2720.0,0.0,Neutral,"[uncomfortable, discouraged, unconfident]"
2021-09-24T02:00:51.0Z,71,48,6370.0,0.0,Calm,"[amused, friendly, happy]"
2021-09-24T01:59:45.0Z,52,47,1170.0,0.0,Neutral,"[interested, curious, skeptical]"
2021-09-24T01:59:49.0Z,51,48,2700.0,0.0,Neutral,"[focused, interested, confident]"
2021-09-24T01:59:53.0Z,54,47,2060.0,0.0,Neutral,"[interested, focused, curious]"
2021-09-24T01:59:59.0Z,47,47,2600.0,0.0,Neutral,"[skeptical, hesitant, unconfident]"
2021-09-24T01:50:52.0Z,46,46,2010.0,0.0,Neutral,"[hesitant, unconfident, uncomfortable]"
2021-09-24T01:51:09.0Z,54,48,1950.0,0.0,Neutral,"[polite, caring, hopeful]"
2021-09-24T01:49:49.0Z,68,49,6830.0,0.0,Calm,"[amused, friendly, happy]"
2021-09-24T01:50:35.0Z,51,41,2540.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-24T01:40:33.0Z,50,46,3920.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-24T01:40:37.0Z,48,47,2910.0,0.0,Neutral,"[hesitant, unconfident, skeptical]"
2021-09-24T01:40:41.0Z,44,46,2500.0,0.0,Neutral,"[dismissive, stern, disinterested]"
2021-09-24T01:40:51.0Z,53,45,2160.0,0.0,Neutral,"[curious, skeptical, interested]"
2021-09-24T01:41:10.0Z,48,47,4380.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-24T01:40:05.0Z,58,48,3620.0,0.0,Neutral,"[surprised, interested, relieved]"
2021-09-24T01:40:09.0Z,51,48,4260.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-24T01:40:17.0Z,51,47,3360.0,0.0,Neutral,"[focused, knowledgeable, confident]"
2021-09-24T01:30:27.0Z,49,49,1760.0,0.0,Neutral,"[focused, confident, interested]"
2021-09-24T01:30:35.0Z,54,47,5550.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-24T01:30:43.0Z,52,46,4690.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-24T01:30:48.0Z,50,45,1830.0,0.0,Neutral,"[interested, curious, skeptical]"
2021-09-24T01:31:00.0Z,52,42,1380.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-24T01:29:54.0Z,52,49,2300.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-24T01:29:58.0Z,51,47,2200.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-24T01:30:00.0Z,52,49,7490.0,0.0,Neutral,"[hesitant, unconfident, skeptical]"
2021-09-24T01:30:12.0Z,51,49,1210.0,0.0,Neutral,"[interested, curious, skeptical]"
2021-09-24T01:30:13.0Z,51,49,3370.0,0.0,Neutral,"[skeptical, curious, interested]"
2021-09-24T01:20:04.0Z,50,47,1230.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-24T01:20:13.0Z,52,46,1640.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-24T01:20:21.0Z,51,48,1760.0,0.0,Neutral,"[interested, curious, skeptical]"
2021-09-24T01:20:32.0Z,52,49,2170.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-24T01:20:35.0Z,49,50,1690.0,0.0,Neutral,"[focused, interested, confident]"
2021-09-24T01:20:36.0Z,49,51,2980.0,0.0,Neutral,"[uncomfortable, hesitant, unconfident]"
2021-09-24T01:20:48.0Z,51,48,2340.0,0.0,Neutral,"[focused, interested, hesitant]"
2021-09-24T01:10:58.0Z,66,53,2780.0,0.0,Neutral,"[friendly, warm, happy]"
2021-09-24T01:00:14.0Z,50,48,2340.0,0.0,Neutral,"[focused, confident, knowledgeable]"
2021-09-24T01:00:48.0Z,50,46,2440.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-24T01:00:52.0Z,50,39,1280.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-24T01:00:55.0Z,50,43,2000.0,0.0,Neutral,"[calm, relaxed, focused]"
2021-09-24T01:01:08.0Z,55,45,3180.0,0.0,Neutral,"[focused, content, interested]"
2021-09-24T01:00:04.0Z,55,46,2760.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-24T00:50:25.0Z,53,49,2120.0,0.0,Neutral,"[interested, focused, curious]"
2021-09-24T00:50:32.0Z,55,49,2280.0,0.0,Neutral,"[focused, interested, polite]"
2021-09-24T00:50:36.0Z,44,48,4500.0,0.0,Neutral,"[hesitant, unconfident, skeptical]"
2021-09-24T00:50:46.0Z,51,48,1670.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-24T00:50:48.0Z,51,48,7670.0,0.0,Neutral,"[knowledgeable, focused, interested]"
2021-09-24T00:50:56.0Z,49,47,1800.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-24T00:51:01.0Z,46,50,4390.0,0.0,Neutral,"[skeptical, curious, confused]"
2021-09-24T00:51:10.0Z,52,47,3710.0,0.0,Neutral,"[focused, interested, confident]"
2021-09-24T00:50:10.0Z,52,36,1900.0,0.0,Neutral,"[calm, relaxed, restrained]"
2021-09-24T00:39:56.0Z,51,44,1730.0,0.0,Neutral,"[hesitant, restrained, calm]"
2021-09-24T00:39:58.0Z,51,42,1900.0,0.0,Neutral,"[calm, focused, relaxed]"
2021-09-24T00:40:00.0Z,52,46,3800.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-24T00:40:04.0Z,53,51,1970.0,0.0,Neutral,"[interested, curious, focused]"
2021-09-24T00:40:07.0Z,54,48,1140.0,0.0,Neutral,"[focused, interested, content]"
2021-09-24T00:40:11.0Z,91,60,3810.0,0.0,Happy,"[amused, happy, friendly]"
2021-09-24T00:40:20.0Z,54,49,3330.0,0.0,Neutral,"[amused, carefree, friendly]"
2021-09-24T00:40:59.0Z,51,46,4490.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-24T00:41:08.0Z,51,48,4440.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-24T00:10:03.0Z,50,27,1140.0,0.0,Sad,"[restrained, calm, bored]"
2021-09-23T22:17:51.0Z,51,42,3560.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T22:17:58.0Z,50,48,2910.0,0.0,Neutral,"[interested, hesitant, skeptical]"
2021-09-23T22:18:20.0Z,46,47,4330.0,0.0,Neutral,"[overbearing, stern, focused]"
2021-09-23T22:18:32.0Z,47,40,1550.0,0.0,Neutral,"[hesitant, unconfident, shy]"
2021-09-23T22:18:37.0Z,50,44,2930.0,0.0,Neutral,"[hesitant, calm, restrained]"
2021-09-23T22:18:45.0Z,52,43,3600.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T22:18:54.0Z,51,42,4720.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T22:07:57.0Z,50,36,2100.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T22:08:13.0Z,49,37,1920.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T21:48:14.0Z,53,50,4950.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T21:48:30.0Z,50,48,3270.0,0.0,Neutral,"[interested, focused, hesitant]"
2021-09-23T21:48:33.0Z,58,49,3850.0,0.0,Neutral,"[interested, curious, focused]"
2021-09-23T21:48:53.0Z,50,49,5190.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T21:49:18.0Z,55,50,3900.0,0.0,Neutral,"[interested, focused, knowledgeable]"
2021-09-23T21:38:06.0Z,49,33,2580.0,0.0,Sad,"[restrained, calm, disinterested]"
2021-09-23T21:38:09.0Z,52,47,2030.0,0.0,Neutral,"[interested, focused, hesitant]"
2021-09-23T21:38:14.0Z,49,38,2430.0,0.0,Neutral,"[calm, restrained, bored]"
2021-09-23T21:38:20.0Z,56,45,2250.0,0.0,Neutral,"[carefree, amused, relaxed]"
2021-09-23T21:38:23.0Z,51,37,1350.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T21:38:24.0Z,52,45,9390.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T21:38:34.0Z,51,47,5160.0,0.0,Neutral,"[focused, interested, hesitant]"
2021-09-23T21:38:39.0Z,49,45,7040.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-23T21:39:09.0Z,55,49,1820.0,0.0,Neutral,"[confident, focused, overbearing]"
2021-09-23T21:39:11.0Z,48,45,1970.0,0.0,Neutral,"[skeptical, curious, interested]"
2021-09-23T21:28:05.0Z,47,37,1750.0,0.0,Neutral,"[disinterested, calm, restrained]"
2021-09-23T21:28:17.0Z,48,34,2960.0,0.0,Sad,"[restrained, calm, disinterested]"
2021-09-23T21:28:50.0Z,46,48,1340.0,0.0,Neutral,"[uncomfortable, hesitant, unconfident]"
2021-09-23T21:28:51.0Z,54,49,3180.0,0.0,Neutral,"[interested, curious, focused]"
2021-09-23T21:29:04.0Z,51,47,2940.0,0.0,Neutral,"[interested, focused, hesitant]"
2021-09-23T21:29:14.0Z,51,48,2460.0,0.0,Neutral,"[interested, focused, knowledgeable]"
2021-09-23T21:29:16.0Z,51,45,1900.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T21:29:26.0Z,50,43,2730.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-23T21:18:04.0Z,50,37,1990.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T21:18:07.0Z,50,42,2090.0,0.0,Neutral,"[calm, relaxed, restrained]"
2021-09-23T21:18:25.0Z,51,44,3770.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-23T21:18:29.0Z,50,38,2400.0,0.0,Neutral,"[calm, focused, restrained]"
2021-09-23T21:18:31.0Z,49,45,1310.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-23T21:18:54.0Z,52,43,1710.0,0.0,Neutral,"[interested, focused, calm]"
2021-09-23T21:18:57.0Z,52,46,5430.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-23T21:19:02.0Z,51,44,3060.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-23T21:19:18.0Z,50,38,3320.0,0.0,Neutral,"[calm, restrained, focused]"
2021-09-23T20:39:21.0Z,49,49,1920.0,0.0,Neutral,"[polite, caring, apologetic]"
2021-09-23T19:59:31.0Z,50,39,3340.0,0.0,Neutral,"[calm, restrained, focused]"
2021-09-23T19:08:30.0Z,44,43,4580.0,0.0,Neutral,"[hesitant, unconfident, uncomfortable]"
2021-09-23T19:08:34.0Z,50,46,2920.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T19:08:38.0Z,52,46,2260.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T19:08:41.0Z,49,44,2950.0,0.0,Neutral,"[focused, hesitant, interested]"
2021-09-23T19:09:43.0Z,32,50,3980.0,0.0,Sad,"[annoyed, dismissive, condescending]"
2021-09-23T19:09:54.0Z,48,49,3360.0,0.0,Neutral,"[skeptical, unconfident, hesitant]"
2021-09-23T18:59:25.0Z,51,47,5630.0,0.0,Neutral,"[interested, focused, calm]"
2021-09-23T18:59:32.0Z,50,46,2240.0,0.0,Neutral,"[hesitant, unconfident, restrained]"
2021-09-23T18:59:34.0Z,50,42,1260.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T18:59:36.0Z,63,47,2170.0,0.0,Neutral,"[satisfied, content, appreciative]"
2021-09-23T18:59:39.0Z,50,46,3310.0,0.0,Neutral,"[knowledgeable, focused, interested]"
2021-09-23T18:59:44.0Z,51,46,9310.0,0.0,Neutral,"[focused, interested, hesitant]"
2021-09-23T18:59:54.0Z,51,46,4470.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T18:39:33.0Z,51,45,5920.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T18:39:49.0Z,60,51,5180.0,0.0,Neutral,"[polite, appreciative, affectionate]"
2021-09-23T18:38:39.0Z,51,35,1390.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T18:38:45.0Z,50,48,6690.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T18:38:58.0Z,52,49,3040.0,0.0,Neutral,"[interested, curious, focused]"
2021-09-23T18:39:13.0Z,48,46,3680.0,0.0,Neutral,"[hesitant, unconfident, skeptical]"
2021-09-23T18:29:04.0Z,51,43,2660.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T18:29:07.0Z,53,46,2350.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T18:29:09.0Z,50,46,5460.0,0.0,Neutral,"[focused, interested, hesitant]"
2021-09-23T18:29:18.0Z,50,45,4490.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T18:29:33.0Z,49,47,3260.0,0.0,Neutral,"[interested, focused, hesitant]"
2021-09-23T18:08:45.0Z,51,42,2400.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-23T18:08:59.0Z,50,46,3210.0,0.0,Neutral,"[hesitant, unconfident, skeptical]"
2021-09-23T18:09:03.0Z,52,49,5380.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T18:09:23.0Z,51,48,1840.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T18:09:27.0Z,53,49,2110.0,0.0,Neutral,"[focused, knowledgeable, confident]"
2021-09-23T18:09:30.0Z,54,47,2290.0,0.0,Neutral,"[focused, interested, relaxed]"
2021-09-23T18:09:51.0Z,51,49,2250.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T17:58:44.0Z,51,46,3540.0,0.0,Neutral,"[interested, curious, hesitant]"
2021-09-23T17:59:29.0Z,50,45,4050.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T17:50:03.0Z,50,50,1740.0,0.0,Neutral,"[interested, focused, curious]"
2021-09-23T17:50:06.0Z,53,47,4440.0,0.0,Neutral,"[interested, curious, focused]"
2021-09-23T17:38:49.0Z,46,44,2890.0,0.0,Neutral,"[restrained, hesitant, calm]"
2021-09-23T17:38:52.0Z,49,39,8090.0,0.0,Neutral,"[calm, restrained, focused]"
2021-09-23T17:30:00.0Z,50,37,2280.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T17:19:30.0Z,51,46,6970.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T17:19:49.0Z,57,47,7170.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T17:08:55.0Z,50,39,1570.0,0.0,Neutral,"[hesitant, calm, restrained]"
2021-09-23T17:09:23.0Z,50,45,3170.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-23T17:09:26.0Z,50,38,3720.0,0.0,Neutral,"[calm, focused, restrained]"
2021-09-23T17:09:32.0Z,45,45,2650.0,0.0,Neutral,"[hesitant, unconfident, uncomfortable]"
2021-09-23T16:29:09.0Z,51,45,5320.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T16:29:14.0Z,50,47,1910.0,0.0,Neutral,"[focused, knowledgeable, confident]"
2021-09-23T16:29:19.0Z,51,45,5340.0,0.0,Neutral,"[interested, focused, knowledgeable]"
2021-09-23T15:59:49.0Z,50,46,3490.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T15:59:55.0Z,51,44,2530.0,0.0,Neutral,"[curious, interested, skeptical]"
2021-09-23T16:00:08.0Z,51,40,3210.0,0.0,Neutral,"[calm, focused, hesitant]"
2021-09-23T15:40:33.0Z,51,25,3430.0,0.0,Calm,"[calm, restrained, bored]"
2021-09-23T15:40:39.0Z,49,41,1850.0,0.0,Neutral,"[hesitant, unconfident, restrained]"
2021-09-23T15:39:13.0Z,45,35,2550.0,0.0,Neutral,"[hesitant, unconfident, restrained]"
2021-09-23T15:19:20.0Z,51,46,2540.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T15:19:24.0Z,51,43,2020.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T15:20:24.0Z,51,46,5380.0,0.0,Neutral,"[interested, focused, hesitant]"
2021-09-23T15:20:36.0Z,51,48,5010.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T15:09:35.0Z,52,50,6270.0,0.0,Neutral,"[knowledgeable, confident, focused]"
2021-09-23T15:09:47.0Z,52,49,1990.0,0.0,Neutral,"[knowledgeable, focused, interested]"
2021-09-23T15:09:53.0Z,52,46,1120.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-23T15:10:03.0Z,51,35,2000.0,0.0,Neutral,"[calm, restrained, hesitant]"
2021-09-23T15:10:25.0Z,51,35,1600.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T15:10:30.0Z,50,37,1580.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T14:59:25.0Z,58,50,3630.0,0.0,Neutral,"[focused, interested, satisfied]"
2021-09-23T14:59:30.0Z,49,49,6010.0,0.0,Neutral,"[focused, interested, confident]"
2021-09-23T14:59:50.0Z,48,49,2640.0,0.0,Neutral,"[focused, confident, knowledgeable]"
2021-09-23T15:00:05.0Z,50,49,3880.0,0.0,Neutral,"[confident, knowledgeable, focused]"
2021-09-23T15:00:15.0Z,59,51,4940.0,0.0,Neutral,"[polite, satisfied, appreciative]"
2021-09-23T15:00:22.0Z,51,38,1110.0,0.0,Neutral,"[calm, restrained, relaxed]"
2021-09-23T14:49:55.0Z,51,47,5940.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T14:50:03.0Z,51,47,6300.0,0.0,Neutral,"[focused, interested, hesitant]"
2021-09-23T14:50:10.0Z,54,47,3390.0,0.0,Neutral,"[interested, focused, relaxed]"
2021-09-23T14:50:21.0Z,45,34,2190.0,0.0,Sad,"[disinterested, restrained, calm]"
2021-09-23T14:50:41.0Z,52,47,4180.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T14:50:46.0Z,52,43,2000.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T14:30:12.0Z,52,49,4330.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T14:30:17.0Z,52,48,1360.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T12:10:53.0Z,52,47,2890.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T12:11:30.0Z,50,42,1340.0,0.0,Neutral,"[calm, focused, relaxed]"
2021-09-23T11:58:50.0Z,69,46,6110.0,0.0,Calm,"[amused, friendly, happy]"
2021-09-23T11:57:47.0Z,50,25,1200.0,0.0,Sad,"[calm, restrained, bored]"
2021-09-23T11:57:50.0Z,55,47,1350.0,0.0,Neutral,"[curious, skeptical, interested]"
2021-09-23T11:57:53.0Z,47,45,1290.0,0.0,Neutral,"[curious, skeptical, confused]"
2021-09-23T11:58:05.0Z,50,38,3350.0,0.0,Neutral,"[calm, hesitant, restrained]"
2021-09-23T11:58:11.0Z,50,33,1400.0,0.0,Sad,"[calm, restrained, bored]"
2021-09-23T11:58:40.0Z,55,43,1350.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-23T03:00:45.0Z,51,47,2500.0,0.0,Neutral,"[curious, skeptical, interested]"
2021-09-23T02:59:34.0Z,54,50,2030.0,0.0,Neutral,"[curious, skeptical, confused]"
2021-09-23T02:59:46.0Z,49,31,3760.0,0.0,Sad,"[restrained, calm, hesitant]"
2021-09-23T03:00:03.0Z,61,47,3310.0,0.0,Neutral,"[satisfied, content, appreciative]"
2021-09-23T03:00:22.0Z,47,44,2320.0,0.0,Neutral,"[calm, disinterested, restrained]"
2021-09-23T03:00:25.0Z,48,45,1150.0,0.0,Neutral,"[calm, relaxed, overbearing]"
2021-09-23T01:59:42.0Z,56,49,3260.0,0.0,Neutral,"[focused, confident, overbearing]"
2021-09-23T01:30:00.0Z,52,44,2250.0,0.0,Neutral,"[focused, interested, calm]"
2021-09-23T01:30:04.0Z,53,44,1100.0,0.0,Neutral,"[calm, relaxed, focused]"
2021-09-23T01:09:59.0Z,53,47,1690.0,0.0,Neutral,"[focused, relaxed, calm]"
2021-09-23T01:00:20.0Z,53,53,1550.0,0.0,Neutral,"[overbearing, confident, stern]"
2021-09-23T00:22:36.0Z,51,50,1040.0,0.0,Neutral,"[curious, skeptical, confused]"
2021-09-23T00:22:48.0Z,52,44,1030.0,0.0,Neutral,"[focused, calm, relaxed]"
2021-09-23T00:23:16.0Z,51,48,1760.0,0.0,Neutral,"[focused, confident, overbearing]"
2021-09-23T00:10:27.0Z,47,48,1230.0,0.0,Neutral,"[apologetic, caring, polite]"
2021-09-23T00:10:29.0Z,51,45,1600.0,0.0,Neutral,"[hesitant, interested, focused]"
2021-09-23T00:10:31.0Z,50,43,2210.0,0.0,Neutral,"[calm, bored, balanced]"
2021-09-23T00:11:07.0Z,51,46,8550.0,0.0,Neutral,"[focused, knowledgeable, interested]"
2021-09-23T00:11:18.0Z,51,44,3910.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T00:11:22.0Z,53,48,3060.0,0.0,Neutral,"[focused, interested, knowledgeable]"
2021-09-23T00:10:00.0Z,49,35,2560.0,0.0,Neutral,"[hesitant, unconfident, restrained]"
2021-09-23T00:10:05.0Z,49,47,2990.0,0.0,Neutral,"[focused, calm, interested]"
2021-09-23T00:10:08.0Z,52,45,2720.0,0.0,Neutral,"[focused, calm, interested]"