Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFUWA-001-BF805D3BCB0E01B1DE527AF8F83F53279D629D0B7C5E4A7BB5926E119144982D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:d893:a500:8c10:7a6e:1f6b:9f75,Iowa,2020-07-18T05:57:10.651Z
NFUWA-001-BF805D3BCB0E01B1DE527AF8F83F53279D629D0B7C5E4A7BB5926E119144982D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,173.18.137.3,Iowa,2020-07-18T04:31:53.402Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.18.137.3,Iowa,2020-07-08T03:04:53.525Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-16384-FBAC0857D16219F8D782F13C51844802F10DC2B4BD3BF6DB6E11C5A15C751D7C,US,FireTV Stick 2016,FireTV Stick 2016,173.18.137.3,Iowa,2020-07-08T01:03:53.709Z
NFUWA-001-BF805D3BCB0E01B1DE527AF8F83F53279D629D0B7C5E4A7BB5926E119144982D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:d893:a5e0:fcc6:c970:a4b2:b038,Iowa,2020-07-08T00:44:36.616Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.137.3,Iowa,2020-07-07T21:13:51.243Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.18.137.3,Iowa,2020-07-06T03:47:46.291Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-47642640C511A36BA6AF086C1EC6B3378E9A762D894355AC44D8EC24B69B34F6,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,173.18.137.3,Iowa,2020-07-04T23:16:15.864Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,173.18.137.3,Iowa,2020-06-26T05:14:15.882Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:d893:a5e0:1c8b:2aff:219b:3da6,Iowa,2020-06-26T04:31:41.986Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2600:1014:b115:8057:7ccb:fc3c:7c87:e90e,Nebraska,2020-04-30T20:25:09.420Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-16384-FBAC0857D16219F8D782F13C51844802F10DC2B4BD3BF6DB6E11C5A15C751D7C,US,FireTV Stick 2016,FireTV Stick 2016,173.18.137.3,Iowa,2020-03-26T04:16:57.082Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-47642640C511A36BA6AF086C1EC6B3378E9A762D894355AC44D8EC24B69B34F6,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,173.18.137.3,Iowa,2020-03-15T01:32:01.458Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.18.137.3,Iowa,2020-02-23T03:50:42.881Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.18.137.3,Iowa,2020-02-06T00:22:17.724Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.137.3,Iowa,2020-02-02T21:57:35.134Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.16.165.10,Iowa,2020-02-02T18:56:18.983Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.18.139.88,Iowa,2020-02-02T15:41:02.749Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.16.165.10,Iowa,2020-02-02T15:37:42.457Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.18.139.88,Iowa,2020-02-02T15:37:32.343Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.16.165.10,Iowa,2020-02-02T15:37:09.053Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.18.139.88,Iowa,2020-02-02T15:36:54.730Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.16.165.10,Iowa,2020-02-02T15:36:51.091Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.18.139.88,Iowa,2020-02-02T15:33:56.472Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.16.165.10,Iowa,2020-02-02T15:31:40.650Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.18.139.88,Iowa,2020-02-02T15:31:23.845Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.16.165.10,Iowa,2020-01-29T00:58:37.373Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-28T05:38:39.732Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.16.165.10,Iowa,2020-01-28T05:01:36.885Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-28T05:00:55.665Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.16.165.10,Iowa,2020-01-28T00:52:50.690Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.16.165.10,Iowa,2020-01-18T00:48:13.350Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-17T02:17:21.438Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.16.165.10,Iowa,2020-01-17T01:56:39.313Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.16.165.10,Iowa,2020-01-11T16:27:25.834Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.16.165.10,Iowa,2020-01-10T00:21:51.054Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-09T23:34:52.281Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.16.165.10,Iowa,2020-01-09T18:42:27.377Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-08T22:54:02.914Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,50.238.70.162,Michigan,2020-01-08T21:18:19.291Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T23:12:55.442Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T23:07:10.353Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T23:04:47.848Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T17:13:22.501Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T02:47:50.198Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T02:45:03.923Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T02:32:43.239Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T02:27:02.195Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T01:26:47.915Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T01:19:45.663Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T01:17:58.687Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T01:16:06.823Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T01:14:23.049Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T01:10:38.672Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T01:06:24.748Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-07T01:01:33.638Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-07T01:01:22.655Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T17:52:40.329Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T17:52:18.032Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T17:51:18.486Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T17:50:52.093Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T17:50:44.984Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T17:50:21.792Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T17:49:27.238Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T02:43:03.654Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T02:42:35.973Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T02:42:28.296Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T02:37:41.976Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T02:29:56.725Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T02:29:49.787Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T02:20:10.444Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T02:17:02.615Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T02:14:59.149Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.18.139.88,Iowa,2020-01-05T02:12:22.053Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2020-01-05T02:06:35.520Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.27.5.79,Iowa,2019-12-20T22:52:23.548Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.27.5.79,Iowa,2019-12-15T20:42:06.533Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.27.5.79,Iowa,2019-06-17T00:25:59.866Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.27.5.79,Iowa,2019-06-12T18:44:47.590Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.27.5.79,Iowa,2019-06-12T18:00:29.962Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.17.186.134,Iowa,2019-06-11T22:59:47.745Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.17.186.134,Iowa,2019-06-10T14:49:23.982Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.17.186.134,Iowa,2019-06-07T21:16:25.491Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,12.232.84.253,Indiana,2019-03-19T20:43:56.652Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,12.232.84.253,Indiana,2019-03-18T22:57:14.283Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,96.2.246.34,South Dakota,2019-02-25T20:48:31.198Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,173.17.186.134,Iowa,2019-02-18T03:10:08.890Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:c029:8fed:c48f:c693:89c7:fb2a,Iowa,2019-02-18T03:09:37.675Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:c029:8fed:4035:d0e4:b6c8:57a5,Iowa,2019-02-05T13:22:02.796Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:c029:8fed:4035:d0e4:b6c8:57a5,Iowa,2019-02-05T04:24:00.895Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:c029:8fed:b978:a9d5:b455:b8c6,Iowa,2019-02-04T12:25:16.379Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:c029:8fed:b978:a9d5:b455:b8c6,Iowa,2019-02-04T04:26:31.709Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2604:2d80:c029:8fed:ed19:4637:75d4:e522,Iowa,2019-02-03T19:59:51.828Z
NFUWA-001-23CFC46AA50210E8C0C16E7FA575DAC1F0B50285F635F1052444718877F0FC6D,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,173.17.186.134,Iowa,2018-10-15T01:48:42.206Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,173.17.186.134,Iowa,2018-07-15T02:19:58.905Z
RKU-7XXXXDYS0046097619,US,Roku TV 7XXXX,Roku Longview DV Smart TV,173.17.186.134,Iowa,2018-06-23T22:54:39.809Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.17.186.134,Iowa,2018-06-15T05:15:58.376Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.17.102.152,Iowa,2018-06-15T03:25:59.021Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.17.102.152,Iowa,2018-06-12T02:00:04.108Z
RKU-7XXXXHYN00N2125085,US,Roku TV 7XXXX,Roku Longview HDR10 Smart TV,173.17.36.24,Iowa,2018-06-10T23:26:51.467Z
RKU-380XX-YF000S455300,SE,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,209.221.214.154,Stockholm,2018-04-23T16:09:15.274Z
RKU-380XX-YF000S455300,SE,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,209.221.215.248,Stockholm,2018-04-23T15:46:53.995Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,69.160.42.179,Arizona,2018-04-23T15:41:30.437Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,69.160.42.173,Arizona,2018-04-23T15:41:25.595Z
RKU-380XX-YF000S455300,SE,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,209.221.220.227,Stockholm,2018-04-23T15:39:24.080Z
RKU-380XX-YF000S455300,US,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,38.130.79.199,Illinois,2018-04-17T20:17:43.270Z
RKU-380XX-YF000S455300,GB,Roku Streaming Player 38XXX,Roku Amarillo1080 Set Top Box,185.169.198.19,Unknown,2018-04-17T19:59:06.410Z
