,Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link,Calculated
421,2020-03-18,2020-03-18,Run,402,3.1,1575,8.45,0.74,7.1,81.13,0.0,4243.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4088329708,26.25
422,2020-03-17,2020-03-17,Run,522,4.0,2183,9.1,0.0,6.6,0.0,104.45,5835.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4084798513,36.38333333333333
423,2020-03-16,2020-03-16,Run,394,3.1,1489,8.01,0.0,7.49,0.0,104.45,4037.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4084163539,24.816666666666666
424,2020-03-15,2020-03-15,Run,423,3.2,1800,9.38,0.0,6.4,0.0,104.45,4796.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4081705027,30.0
425,2020-03-14,2020-03-14,Run,457,3.51,1800,8.55,0.0,7.02,0.0,104.45,4844.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4079957656,30.0
426,2020-03-13,2020-03-13,Run,459,3.54,1800,8.47,0.0,7.08,0.0,104.45,4848.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4078173571,30.0
427,2020-03-11,2020-03-11,Run,467,3.64,1800,8.24,0.0,7.28,0.0,104.45,4864.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4074737089,30.0
428,2020-03-10,2020-03-10,Run,467,3.63,1800,8.26,0.0,7.26,0.0,104.45,4862.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4072896940,30.0
429,2020-03-09,2020-03-09,Run,452,3.47,1800,8.65,0.0,6.94,0.0,104.45,4838.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4070953777,30.0
430,2020-03-08,2020-03-08,Run,390,3.1,1466,7.88,0.0,7.61,0.0,104.45,3982.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4070236633,24.433333333333334
431,2020-03-07,2020-03-07,Run,756,7.5,4009,8.91,1.58,6.74,38.09,157.0,10882.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4068080200,66.81666666666666
432,2020-03-06,2020-03-06,Run,477,3.75,1800,8.0,0.0,7.5,0.0,104.45,4881.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4065867481,30.0
433,2020-03-05,2020-03-05,Run,468,3.65,1800,8.22,0.0,7.3,0.0,104.45,4865.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4064169217,30.0
434,2020-03-04,2020-03-04,Run,467,3.63,1800,8.26,0.0,7.26,0.0,104.45,4862.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4062376723,30.0
435,2020-03-03,2020-03-03,Run,400,3.1,1551,8.34,0.0,7.2,0.0,104.45,4185.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4060481257,25.85
436,2020-03-02,2020-03-02,Run,431,3.31,1731,8.72,0.0,6.88,0.0,104.45,4648.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4058562091,28.85
437,2020-03-01,2020-03-01,Run,397,3.1,1518,8.16,0.0,7.35,0.0,104.45,4149.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4057331452,25.3
438,2020-02-29,2020-02-29,Run,468,3.65,1800,8.22,0.0,7.3,0.0,104.45,4865.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4055529913,30.0
439,2020-02-26,2020-02-26,Run,178,1.4,674,8.02,0.0,7.48,0.0,104.45,1587.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4050514762,11.233333333333333
440,2020-02-26,2020-02-26,Run,403,3.1,1637,8.8,0.0,6.82,0.0,104.45,4391.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4050493081,27.283333333333335
441,2020-02-24,2020-02-24,Run,403,3.1,1648,8.86,0.0,6.77,0.0,104.45,4417.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4048447162,27.466666666666665
442,2020-02-23,2020-02-23,Run,292,3.1,1475,7.93,1.54,7.56,38.9,164.0,4063.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4045768432,24.583333333333332
443,2020-02-22,2020-02-22,Run,399,3.1,1544,8.3,0.0,7.23,0.0,104.45,4169.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4044053236,25.733333333333334
444,2020-02-21,2020-02-21,Run,461,3.56,1800,8.43,0.0,7.12,0.0,104.45,4851.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4042047451,30.0
445,2020-02-20,2020-02-20,Run,949,7.32,3720,8.47,0.0,7.08,0.0,104.45,10021.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4040617462,62.0
446,2020-02-18,2020-02-18,Run,450,3.46,1800,8.67,0.0,6.92,0.0,104.45,4836.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4038258232,30.0
447,2020-02-17,2020-02-17,Run,403,3.1,1645,8.84,0.0,6.78,0.0,104.45,4410.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4035496453,27.416666666666668
448,2020-02-16,2020-02-16,Run,403,3.1,1613,8.67,0.0,6.92,0.0,104.45,4350.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4034314255,26.883333333333333
449,2020-02-15,2020-02-15,Run,506,3.89,2014,8.63,0.0,6.95,0.0,104.45,5414.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4032812395,33.56666666666667
450,2020-02-12,2020-02-12,Run,437,3.36,1791,8.88,0.0,6.75,0.0,104.45,4799.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4027460095,29.85
451,2020-02-11,2020-02-11,Run,419,3.15,1800,9.52,0.0,6.3,0.0,104.45,4789.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4025806195,30.0
452,2020-02-10,2020-02-09,Run,422,3.19,1800,9.4,0.0,6.38,0.0,104.45,4795.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4024105780,30.0
453,2020-02-05,2020-02-05,Run,424,3.22,1800,9.32,0.0,6.44,0.0,104.45,4799.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4016791258,30.0
454,2020-02-05,2020-02-04,Run,472,3.52,2065,9.78,0.0,6.14,0.0,104.45,5479.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4016793184,34.416666666666664
456,2020-02-02,2020-02-02,Run,407,3.13,1675,8.92,0.0,6.73,0.0,104.45,4486.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4011684145,27.916666666666668
457,2020-01-29,2020-01-29,Run,486,3.61,2133,9.85,0.0,6.09,0.0,104.45,5656.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4004733949,35.55
458,2020-01-28,2020-01-28,Run,631,4.86,2609,8.95,0.0,6.71,0.0,104.45,6986.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4003068259,43.483333333333334
459,2020-01-27,2020-01-27,Run,464,3.38,2100,10.36,0.0,5.79,0.0,104.45,5541.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4001232640,35.0
460,2020-01-26,2020-01-26,Run,462,3.36,2100,10.42,0.0,5.76,0.0,104.45,5538.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4000007806,35.0
461,2020-01-25,2020-01-25,Run,460,3.33,2100,10.51,0.0,5.71,0.0,104.45,5534.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3998382181,35.0
462,2020-01-24,2020-01-24,Run,473,3.49,2100,10.03,0.0,5.98,0.0,104.45,5558.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3996567850,35.0
463,2020-01-20,2020-01-20,Run,585,4.21,2704,10.7,0.0,5.61,0.0,104.45,7113.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3990251161,45.06666666666667
464,2020-01-18,2020-01-18,Run,451,3.22,2100,10.87,0.0,5.52,0.0,104.45,5517.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3987186730,35.0
465,2020-01-18,2020-01-17,Run,469,3.4,2143,10.5,0.0,5.71,0.0,104.45,5647.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3987157456,35.71666666666667
466,2020-01-18,2020-01-16,Run,393,2.89,1754,10.12,0.0,5.93,0.0,104.45,4639.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3987158428,29.233333333333334
469,2020-01-11,2020-01-11,Run,452,3.26,2077,10.62,0.0,5.65,0.0,104.45,5468.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3975829618,34.61666666666667
470,2020-01-10,2020-01-10,Run,461,3.27,2173,11.08,0.0,5.42,0.0,104.45,5699.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3974146369,36.21666666666667
471,2020-01-10,2020-01-08,Run,465,3.4,2100,10.29,0.0,5.83,0.0,104.45,5544.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3974147041,35.0
472,2020-01-08,2020-01-08,Run,465,3.39,2100,10.32,0.0,5.81,0.0,104.45,5531.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3970498789,35.0
473,2020-01-08,2020-01-06,Run,402,2.92,2100,11.99,0.0,5.01,0.0,104.45,5471.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3970507147,35.0
474,2020-01-05,2020-01-05,Run,480,3.57,2100,9.8,0.0,6.12,0.0,104.45,5570.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3965877289,35.0
475,2020-01-05,2020-01-04,Run,476,3.52,2112,10.0,0.0,6.0,0.0,104.45,5592.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3965794258,35.2
476,2020-01-01,2020-01-01,Run,403,3.1,1670,8.97,5.29,6.69,11.34,0.0,4573.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3959942623,27.833333333333332
477,2019-12-30,2019-12-30,Run,476,3.63,2003,9.21,1.0,6.52,60.1,148.0,5478.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3957426232,33.38333333333333
479,2019-12-28,2019-12-28,Run,205,1.58,840,8.89,0.96,6.75,62.2,0.0,2258.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3954694765,14.0
480,2019-12-27,2019-12-27,Run,414,3.1,1796,9.66,0.34,6.21,175.1,146.0,4806.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3953508952,29.933333333333334
481,2019-12-25,2019-12-25,Run,403,3.1,1623,8.73,0.41,6.87,145.18,0.0,4393.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3950844169,27.05
482,2019-12-20,2019-12-20,Run,441,3.1,2102,11.3,0.0,5.31,0.0,104.45,5503.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3944847634,35.03333333333333
483,2019-11-29,2019-11-29,Run,403,3.1,1628,8.75,1.11,6.86,54.26,161.0,4482.0,b'Awesome',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3919478809,27.133333333333333
484,2019-11-28,2019-11-28,Run,407,3.0,1810,10.05,0.64,5.97,93.88,0.0,4823.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3918091954,30.166666666666668
485,2019-11-18,2019-11-18,Run,268,2.06,1089,8.8,1.39,6.82,43.1,0.0,2944.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3904220104,18.15
486,2019-11-12,2019-11-12,Run,438,3.17,2006,10.55,18.36,5.69,3.27,169.0,8.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3895132132,33.43333333333333
490,2019-11-03,2019-11-03,Run,412,3.0,1873,10.41,0.0,5.77,0.0,104.45,4940.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3880417372,31.216666666666665
491,2019-11-02,2019-11-02,Run,440,3.09,2100,11.33,0.0,5.3,0.0,104.45,5497.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3878623951,35.0
493,2019-10-27,2019-10-27,Run,258,2.01,998,8.28,1.03,7.24,58.42,0.0,2704.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3869884612,16.633333333333333
494,2019-10-26,2019-10-26,Run,355,2.67,2040,12.71,0.86,4.72,69.98,144.0,4126.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3868159213,34.0
495,2019-10-22,2019-10-22,Run,262,2.01,1066,8.82,0.87,6.8,68.75,158.0,2847.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3862503169,17.766666666666666
497,2019-10-14,2019-10-14,Run,221,1.71,858,8.34,0.84,7.2,71.65,153.0,2369.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3847372957,14.3
499,2019-10-06,2019-10-06,Run,202,1.59,761,7.97,0.92,7.53,65.5,0.0,2064.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3833558014,12.683333333333334
501,2019-09-29,2019-09-29,Run,297,2.19,1321,10.06,0.66,5.96,90.48,0.0,3188.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3820795873,22.016666666666666
504,2019-09-15,2019-09-15,Run,118,0.91,476,8.73,0.76,6.87,79.25,0.0,1281.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3793100851,7.933333333333334
507,2019-09-12,2019-09-09,Run,177,1.84,1184,10.73,0.79,5.59,76.05,122.0,2809.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3788428462,19.733333333333334
508,2019-09-07,2019-09-07,Run,398,3.01,1700,9.41,1.56,6.38,38.39,104.45,3209.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3778110010,28.333333333333332
509,2019-09-04,2019-09-04,Run,235,2.51,1488,9.83,3.15,6.11,19.03,141.0,3772.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3771185662,24.8
512,2019-08-30,2019-08-30,Run,193,1.51,739,8.17,0.03,7.34,1814.43,164.0,2081.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3761826181,12.316666666666666
514,2019-08-24,2019-08-24,Run,527,4.0,2236,9.31,0.92,6.45,65.09,0.0,6278.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3749492284,37.266666666666666
517,2019-08-22,2019-08-22,Run,402,3.1,1639,8.82,0.66,6.8,91.25,0.0,4395.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3746446330,27.316666666666666
519,2019-08-21,2019-08-21,Run,153,1.12,682,10.11,1.04,5.93,57.89,0.0,1803.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3744582919,11.366666666666667
521,2019-08-21,2019-08-21,Run,218,1.68,859,8.55,0.83,7.02,71.98,0.0,2312.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3744551887,14.316666666666666
522,2019-08-21,2019-08-21,Run,506,3.68,2649,12.0,0.0,5.0,0.0,104.45,6900.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3742660672,44.15
523,2019-08-18,2019-08-18,Run,131,1.0,523,8.67,6.07,6.92,9.89,0.0,1436.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3737798110,8.716666666666667
524,2019-08-18,2019-08-18,Run,130,1.0,503,8.34,1.54,7.19,38.97,0.0,1375.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3737741851,8.383333333333333
526,2019-08-15,2019-08-15,Run,342,2.63,1351,8.57,2.45,7.0,24.45,151.0,3605.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3732258625,22.516666666666666
528,2019-08-14,2019-08-14,Run,405,3.1,1698,9.13,0.86,6.57,70.02,0.0,4537.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3729250807,28.3
530,2019-08-13,2019-08-13,Run,403,3.1,1636,8.8,0.89,6.82,67.46,0.0,4389.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3727027552,27.266666666666666
532,2019-08-11,2019-08-11,Run,403,3.1,1631,8.77,0.83,6.84,71.98,0.0,4376.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3723592423,27.183333333333334
534,2019-08-10,2019-08-10,Run,51,0.39,206,8.75,6.76,6.85,8.88,0.0,553.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3721330957,3.433333333333333
536,2019-08-10,2019-08-10,Run,130,1.0,507,8.45,0.93,7.1,64.73,0.0,1366.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3721233256,8.45
538,2019-08-08,2019-08-08,Run,197,2.27,1077,7.89,0.8,7.61,75.25,157.0,2958.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3716692102,17.95
540,2019-08-07,2019-08-07,Run,26,0.2,113,9.42,0.92,6.37,65.49,0.0,301.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3714548077,1.8833333333333333
544,2019-08-03,2019-08-03,Run,409,3.1,1738,9.34,0.83,6.42,72.54,104.45,4632.0,b'Awesome',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3705987697,28.966666666666665
546,2019-08-01,2019-08-01,Run,240,1.83,1005,9.15,0.92,6.56,65.38,0.0,2685.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3701772451,16.75
547,2019-07-30,2019-07-30,Run,266,2.04,1054,8.6,0.9,6.98,66.43,0.0,2834.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3698999032,17.566666666666666
549,2019-07-29,2019-07-29,Run,131,1.01,537,8.84,4.44,6.79,13.52,0.0,1459.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3695228557,8.95
551,2019-07-28,2019-07-28,Run,183,1.4,724,8.59,0.78,6.98,76.94,0.0,1947.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3694188826,12.066666666666666
553,2019-07-25,2019-07-25,Run,407,3.1,1720,9.26,5.25,6.48,11.43,0.0,4711.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3689052346,28.666666666666668
554,2019-07-23,2019-07-23,Run,419,3.1,1859,10.0,5.24,6.0,11.46,0.0,5096.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3683265997,30.983333333333334
556,2019-07-21,2019-07-21,Run,354,2.63,1557,9.87,6.55,6.08,9.16,0.0,4214.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3680076814,25.95
557,2019-07-21,2019-07-21,Run,66,0.49,289,9.87,6.0,6.08,9.99,0.0,753.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3680044450,4.816666666666666
561,2019-07-20,2019-07-20,Run,133,1.0,572,9.48,3.12,6.33,19.24,0.0,1564.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3677919169,9.533333333333333
563,2019-07-20,2019-07-20,Run,130,1.0,512,8.49,4.82,7.07,12.45,0.0,1379.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3677848312,8.533333333333333
566,2019-07-18,2019-07-18,Run,295,2.21,1288,9.73,2.61,6.16,23.01,0.0,3487.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3675161008,21.466666666666665
568,2019-07-17,2019-07-17,Run,429,3.21,1863,9.67,3.93,6.2,15.28,0.0,5090.0,b'Just a little further....',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3672009265,31.05
570,2019-07-16,2019-07-16,Run,135,1.01,586,9.64,6.37,6.22,9.41,0.0,1573.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3669776275,9.766666666666667
571,2019-07-16,2019-07-16,Run,136,1.03,583,9.47,6.64,6.34,9.03,0.0,1564.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3669716275,9.716666666666667
574,2019-07-14,2019-07-14,Run,228,1.68,1020,10.13,2.94,5.93,20.4,0.0,2544.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3666286837,17.0
576,2019-07-13,2019-07-13,Run,207,2.43,1357,9.29,1.12,6.46,53.66,156.0,3709.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3664747771,22.616666666666667
577,2019-07-12,2019-07-12,Run,193,1.5,743,8.22,3.78,7.3,15.87,0.0,2010.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3663065860,12.383333333333333
581,2019-07-11,2019-07-11,Run,411,3.1,1765,9.49,1.76,6.32,34.16,0.0,4769.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3660935941,29.416666666666668
582,2019-08-21,2019-07-10,Run,198,2.25,1055,7.82,4.51,7.67,13.29,164.0,2934.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3742660186,17.583333333333332
583,2019-07-10,2019-07-10,Run,283,2.24,1065,7.92,0.0,7.57,0.0,104.45,2891.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3657693883,17.75
588,2019-07-09,2019-07-09,Run,267,2.01,1153,9.56,0.0,6.28,0.0,104.45,3066.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3655213093,19.216666666666665
596,2019-07-07,2019-07-07,Run,101,1.04,549,8.81,0.9,6.81,66.57,148.0,1487.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3651180013,9.15
598,2019-07-06,2019-07-06,Run,164,1.52,830,9.09,0.87,6.6,68.78,160.0,2212.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3650089444,13.833333333333334
600,2019-07-05,2019-07-05,Run,156,1.52,843,9.24,0.85,6.49,71.0,160.0,2313.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3647553409,14.05
603,2019-07-04,2019-07-04,Run,156,1.53,816,8.88,0.99,6.76,60.91,159.0,2215.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3645336184,13.6
606,2019-07-02,2019-07-02,Run,95,1.02,552,9.02,0.34,6.65,174.52,148.0,1439.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3640904221,9.2
611,2019-06-29,2019-06-29,Run,118,1.27,693,9.13,3.32,6.57,18.06,150.0,1824.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3635614282,11.55
641,2019-05-19,2019-05-19,Run,419,3.11,2197,11.69,2.06,5.13,29.17,139.0,5295.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3553578067,36.61666666666667
643,2019-05-13,2019-05-13,Run,258,1.96,1214,10.32,2.67,5.82,22.45,0.0,3209.0,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/3541907848,20.233333333333334
